contestantId,team_name,id,eventId,typeId,periodId,timeMin,timeSec,playerName,playerId,outcome,x,y,timeStamp,lastModified,assist,qualifier,match_id,label,league_name,date,country,15,16,17,18,19,20,22,23,24,25,29,56,60,72,73,74,76,77,78,80,81,82,83,84,87,100,101,102,103,108,120,133,139,146,147,153,154,214,215,230,231,233,300,321,322,323,326,327,328,338,374,375,391,395,396,458,sequenceId,possessionId,keyPass,140,141,318,210,6,9,26,107,63,64,75,79,136,160,280,281,282,324,468,472,86,121,61,65,114,85,353,390,276,89
a9vw7ikerpr4cuweeeka5aneg,Horsens,2845134395,300,15,1,26,17,K. Kirkegaard,3ylgelxr6ssp42hidfnchqp2i,1,92.0,38.3,2025-09-13T11:26:34.050,2025-09-13T12:01:23,1.0,"{""id"": 5897035299, ""qualifierId"": 17}",carrjufmn9zqdvrj4u0eis2l0,HB Køge vs Horsens,1_Division,2025-09-13,DNK,NaN,NaN,true,NaN,,true,true,NaN,NaN,NaN,true,Center,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,,NaN,NaN,47.2,6.3,true,,,,99.8,48.4,NaN,true,true,NaN,NaN,NaN,232,,0.13833637535572052,0.23722359538078308,,2,1,true,,NaN,NaN,,,,NaN,,,,,,,,,,NaN,,NaN,NaN,NaN,NaN,,NaN,,,,NaN,,,NaN,NaN,NaN,,,,,,,
8cfkisxf1fkxdqtt6tx1tup48,HB Køge,2845152787,382,15,1,44,27,C. Tue Jensen,74m58jsznzu8l89b8h7rkh1bd,1,89.1,55.5,2025-09-13T11:44:44.073,2025-09-13T11:45:51,1.0,"{""id"": 5897016405, ""qualifierId"": 17}",carrjufmn9zqdvrj4u0eis2l0,HB Køge vs Horsens,1_Division,2025-09-13,DNK,true,NaN,true,NaN,,NaN,true,NaN,NaN,NaN,true,Center,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,49.1,23.4,NaN,,,,99.3,50.4,NaN,true,NaN,NaN,NaN,NaN,478,,0.05346878990530968,0.03438727185130119,,1,2,true,,NaN,NaN,,,,NaN,,,,,,,,,,NaN,,NaN,NaN,NaN,true,,NaN,,,,NaN,,,NaN,NaN,NaN,,,,,,,
a9vw7ikerpr4cuweeeka5aneg,Horsens,2845144103,383,15,1,37,1,I. Miličević,9cg2dx19fx5be3zewtmx97e95,1,79.9,27.3,2025-09-13T11:37:17.752,2025-09-13T11:38:26,NaN,"{""id"": 5896969695, ""qualifierId"": 146, ""value"": ""98.8""}",carrjufmn9zqdvrj4u0eis2l0,HB Køge vs Horsens,1_Division,2025-09-13,DNK,NaN,NaN,NaN,true,,true,NaN,NaN,NaN,NaN,NaN,Center,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,50.0,16.5,NaN,,,,98.8,50.0,NaN,NaN,NaN,NaN,NaN,NaN,297,,0.04395671933889389,0.014980372972786427,,1,3,NaN,,NaN,NaN,,,,true,,,,,,,,,,true,,NaN,NaN,NaN,NaN,,NaN,,,,NaN,,,NaN,NaN,NaN,,,,,,,
8cfkisxf1fkxdqtt6tx1tup48,HB Køge,2845172173,432,15,2,50,3,R. Brodersen,14mwsmzsrmev2646t2gg22has,1,76.9,25.8,2025-09-13T12:06:23.002,2025-09-13T12:07:29,NaN,"{""id"": 5897123775, ""qualifierId"": 322, ""value"": ""0.08228594809770584""}",carrjufmn9zqdvrj4u0eis2l0,HB Køge vs Horsens,1_Division,2025-09-13,DNK,NaN,NaN,NaN,true,,NaN,NaN,NaN,NaN,NaN,NaN,Center,NaN,true,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,,NaN,NaN,46.9,8.2,NaN,,,,99.0,49.8,NaN,NaN,NaN,NaN,NaN,NaN,543,,0.035146020352840424,0.08228594809770584,,1,3,NaN,,NaN,NaN,,,,true,,,,,,,,,,true,,NaN,NaN,NaN,NaN,,NaN,,,,NaN,,,NaN,NaN,NaN,,,,,,,
8cfkisxf1fkxdqtt6tx1tup48,HB Køge,2845178615,486,16,2,56,2,C. Tue Jensen,74m58jsznzu8l89b8h7rkh1bd,1,92.6,49.5,2025-09-13T12:12:22.632,2025-09-13T12:15:42,1.0,"{""id"": 5897159991, ""qualifierId"": 328}",carrjufmn9zqdvrj4u0eis2l0,HB Køge vs Horsens,1_Division,2025-09-13,DNK,NaN,NaN,true,NaN,,true,NaN,NaN,NaN,NaN,true,Center,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,52.2,3.2,NaN,,,,NaN,NaN,NaN,true,true,NaN,99.5,47.5,NaN,,0.4261711537837982,0.9659138321876526,,2,2,true,,2025-09-13 13:12:22.165,56:02.249,,,,NaN,,,,,,,,,,NaN,,NaN,NaN,NaN,NaN,,true,,,,NaN,,,NaN,NaN,NaN,,,,,,,
8cfkisxf1fkxdqtt6tx1tup48,HB Køge,2845183881,509,13,2,60,51,S. Larsen,4m7gr5z6b40dj02yrmlwgeluc,1,96.3,41.9,2025-09-13T12:17:11.668,2025-09-13T12:18:20,1.0,"{""id"": 5897186621, ""qualifierId"": 60}",carrjufmn9zqdvrj4u0eis2l0,HB Køge vs Horsens,1_Division,2025-09-13,DNK,NaN,NaN,NaN,NaN,,true,NaN,NaN,true,NaN,true,Center,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,,NaN,NaN,41.0,1.4,NaN,,,,NaN,NaN,NaN,true,true,NaN,99.4,49.3,NaN,,0.1686016470193863,0.0,,3,1,NaN,,NaN,NaN,,,,NaN,,,,,,,,,,NaN,,NaN,NaN,NaN,NaN,,NaN,,,,NaN,,,NaN,NaN,NaN,,,,,,,
8cfkisxf1fkxdqtt6tx1tup48,HB Køge,2845193989,612,13,2,75,48,Mohamad Al Naser,abhfq12njxxutqjtb9zvcusyc,1,93.6,48.3,2025-09-13T12:32:08.765,2025-09-13T12:33:17,1.0,"{""id"": 5897243125, ""qualifierId"": 231, ""value"": ""46.8""}",carrjufmn9zqdvrj4u0eis2l0,HB Køge vs Horsens,1_Division,2025-09-13,DNK,NaN,NaN,true,NaN,,NaN,NaN,NaN,NaN,true,true,Center,NaN,true,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,52.4,66.7,true,,,,NaN,NaN,NaN,true,true,true,98.8,46.8,NaN,,0.21890190243721008,0.0,,2,3,true,,NaN,NaN,,,,NaN,,,,,,,,,,NaN,,NaN,NaN,NaN,NaN,,NaN,,,,NaN,,,NaN,NaN,NaN,,,,,,,
a9vw7ikerpr4cuweeeka5aneg,Horsens,2845187341,672,15,2,64,47,I. Miličević,9cg2dx19fx5be3zewtmx97e95,1,78.8,60.5,2025-09-13T12:21:07.471,2025-09-13T12:22:20,1.0,"{""id"": 4611686018471544579, ""qualifierId"": 322, ""value"": ""0.0""}",carrjufmn9zqdvrj4u0eis2l0,HB Køge vs Horsens,1_Division,2025-09-13,DNK,NaN,NaN,NaN,true,,NaN,NaN,NaN,NaN,true,true,Center,NaN,true,NaN,NaN,NaN,NaN,true,NaN,NaN,true,NaN,NaN,,NaN,NaN,50.5,19,NaN,,,,91.9,54.3,NaN,true,NaN,true,99.5,49.3,544,,0.03075895644724369,0.0,,2,3,NaN,,NaN,NaN,,,,NaN,,,,,,,,,,NaN,,NaN,NaN,NaN,NaN,,NaN,,,,NaN,,,NaN,NaN,NaN,,,,,,,
a9vw7ikerpr4cuweeeka5aneg,Horsens,2845187837,679,15,2,65,34,Y. Ouorou,7hso2bszmf4qal560jhrg2904,1,89.3,40.5,2025-09-13T12:21:54.047,2025-09-13T12:23:17,1.0,"{""id"": 5897210641, ""qualifierId"": 146, ""value"": ""94.9""}",carrjufmn9zqdvrj4u0eis2l0,HB Køge vs Horsens,1_Division,2025-09-13,DNK,NaN,NaN,true,NaN,,NaN,NaN,NaN,NaN,true,true,Center,NaN,true,NaN,NaN,true,NaN,NaN,NaN,NaN,true,NaN,NaN,,true,true,54.6,13.9,NaN,,,,94.9,46.6,NaN,true,NaN,NaN,99.5,48.6,546,,0.04305091127753258,0.0,,3,2,NaN,,NaN,NaN,,,,NaN,,,,,,,,,,NaN,,NaN,NaN,NaN,NaN,,NaN,,,,NaN,,,NaN,true,NaN,,,,,,,
8cfkisxf1fkxdqtt6tx1tup48,HB Køge,2845204167,695,15,2,87,27,Mohamad Al Naser,abhfq12njxxutqjtb9zvcusyc,1,78.7,59.3,2025-09-13T12:43:47.848,2025-09-13T12:44:56,1.0,"{""id"": 5897298093, ""qualifierId"": 18}",carrjufmn9zqdvrj4u0eis2l0,HB Køge vs Horsens,1_Division,2025-09-13,DNK,NaN,NaN,NaN,true,,NaN,NaN,true,NaN,NaN,true,Center,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,,NaN,NaN,47.5,22.2,NaN,,,,98.9,50.4,NaN,true,NaN,NaN,NaN,NaN,887,,0.07225674390792847,0.12590259313583374,,2,1,NaN,,NaN,NaN,,,,NaN,,,,,,,,,,NaN,,NaN,NaN,NaN,NaN,,NaN,,,,NaN,,,NaN,NaN,NaN,,,,,,,
8cfkisxf1fkxdqtt6tx1tup48,HB Køge,2845205283,703,13,2,88,34,M. Westergren,7al9w77ailhli8g487tkl32tw,1,94.2,44.9,2025-09-13T12:44:54.015,2025-09-13T12:48:00,1.0,"{""id"": 4611686018471545147, ""qualifierId"": 322, ""value"": ""0.0""}",carrjufmn9zqdvrj4u0eis2l0,HB Køge vs Horsens,1_Division,2025-09-13,DNK,true,NaN,true,NaN,,NaN,NaN,NaN,NaN,true,true,Center,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,,NaN,NaN,41.5,12.5,NaN,,,,95.4,41.3,true,true,NaN,NaN,99.3,48.7,NaN,,0.11561746895313263,0.0,,3,2,true,,NaN,NaN,,,,NaN,,,,,,,,,,NaN,,NaN,NaN,NaN,NaN,,NaN,,,,NaN,,,NaN,NaN,NaN,,,,,,,
a9vw7ikerpr4cuweeeka5aneg,Horsens,2845191133,723,15,2,70,40,A. Ludwig,61vr9xr91fr4g6ayzga5vn9w5,1,92.9,40.1,2025-09-13T12:27:00.468,2025-09-13T12:28:07,1.0,"{""id"": 5897227821, ""qualifierId"": 233, ""value"": ""571""}",carrjufmn9zqdvrj4u0eis2l0,HB Køge vs Horsens,1_Division,2025-09-13,DNK,true,NaN,true,NaN,,NaN,NaN,NaN,NaN,true,true,Center,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,51.1,21.5,NaN,,,,99.9,48.4,NaN,true,NaN,NaN,NaN,NaN,571,,0.027933163568377495,0.09671735763549805,,3,2,true,,NaN,NaN,,,,NaN,,,,,,,,,,NaN,,NaN,NaN,NaN,true,,NaN,,,,NaN,,,NaN,NaN,NaN,,,,,,,
a9vw7ikerpr4cuweeeka5aneg,Horsens,2845199825,843,13,2,82,57,R. Baturina,asg0277qek5q1z0m43bs8y415,1,82.7,57.3,2025-09-13T12:39:17.829,2025-09-13T12:40:28,NaN,"{""id"": 4611686018471544923, ""qualifierId"": 322, ""value"": ""0.0""}",carrjufmn9zqdvrj4u0eis2l0,HB Køge vs Horsens,1_Division,2025-09-13,DNK,NaN,NaN,NaN,true,,NaN,true,NaN,NaN,NaN,NaN,Center,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,57.8,48.6,NaN,,,,NaN,NaN,NaN,NaN,NaN,true,99.7,50.5,NaN,,0.07557417452335358,0.0,,2,2,NaN,,NaN,NaN,,,,true,,,,,,,,,,NaN,,NaN,NaN,NaN,NaN,,NaN,,,,true,,,true,NaN,NaN,,,,,,,
a9vw7ikerpr4cuweeeka5aneg,Horsens,2845201455,871,15,2,84,38,P. Olsen,8jotzm26md7pzdy2gn474chqt,1,94.0,30.7,2025-09-13T12:40:58.847,2025-09-13T12:42:08,NaN,"{""id"": 5897284347, ""qualifierId"": 328}",carrjufmn9zqdvrj4u0eis2l0,HB Køge vs Horsens,1_Division,2025-09-13,DNK,NaN,NaN,NaN,NaN,,true,true,NaN,NaN,NaN,NaN,Center,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,true,NaN,NaN,,NaN,NaN,46.6,19,true,,,,95.8,35.4,NaN,NaN,NaN,NaN,99.7,46.8,674,,0.014913997612893581,0.0,,3,2,true,,NaN,NaN,,,,true,,,,,,,,,,NaN,,true,NaN,NaN,NaN,,NaN,,,,NaN,,,NaN,NaN,NaN,,,,,,,
a9vw7ikerpr4cuweeeka5aneg,Horsens,2845201907,874,13,2,85,7,A. Ludwig,61vr9xr91fr4g6ayzga5vn9w5,1,95.8,55.4,2025-09-13T12:41:27.455,2025-09-13T12:42:34,1.0,"{""id"": 5897285791, ""qualifierId"": 327, ""value"": ""1""}",carrjufmn9zqdvrj4u0eis2l0,HB Køge vs Horsens,1_Division,2025-09-13,DNK,true,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,true,true,Center,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,57.6,75,NaN,,,,NaN,NaN,NaN,NaN,true,NaN,99.5,50.5,NaN,,0.30058753490448,0.0,,1,1,true,,NaN,NaN,,,,NaN,,,,,,,,,,NaN,,NaN,NaN,NaN,NaN,,NaN,,,,NaN,,,NaN,NaN,true,,,,,,,
a9vw7ikerpr4cuweeeka5aneg,Horsens,2845202295,876,13,2,85,6,V. Pálsson,4braldrfw3y7g030lctguuuol,1,95.4,45.5,2025-09-13T12:41:26.311,2025-09-13T12:42:58,1.0,"{""id"": 5897289017, ""qualifierId"": 230, ""value"": ""98.9""}",carrjufmn9zqdvrj4u0eis2l0,HB Køge vs Horsens,1_Division,2025-09-13,DNK,true,true,NaN,NaN,,NaN,NaN,NaN,NaN,true,true,Center,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,62.4,22.2,NaN,,,,99.1,56.7,true,true,true,NaN,98.9,50.7,NaN,,0.19411258399486542,0.0,,2,2,true,,NaN,NaN,,,,NaN,,,,,,,,,,NaN,,NaN,NaN,NaN,NaN,,NaN,,,,NaN,,,NaN,NaN,NaN,,,,,,,
a9vw7ikerpr4cuweeeka5aneg,Horsens,2845208817,959,15,2,92,38,J. Madsen,eso2tbbpnxu9qvx6zy07m5jx0,1,86.4,69.1,2025-09-13T12:48:58.773,2025-09-13T12:50:06,1.0,"{""id"": 5897324649, ""qualifierId"": 103, ""value"": ""19""}",carrjufmn9zqdvrj4u0eis2l0,HB Køge vs Horsens,1_Division,2025-09-13,DNK,NaN,NaN,NaN,NaN,,true,NaN,NaN,true,NaN,true,Center,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,true,NaN,NaN,,NaN,NaN,48.9,19,NaN,,,,91.2,61.9,NaN,true,NaN,true,99.4,52.5,733,,0.028458982706069946,0.0,,2,3,NaN,,NaN,NaN,,,,NaN,,,,,,,,,,NaN,,NaN,true,NaN,NaN,,NaN,,,,NaN,,,NaN,NaN,NaN,,,,,,,
a9vw7ikerpr4cuweeeka5aneg,Horsens,2845209725,970,15,2,93,42,F. Brandhof,ca1b5707pdpx0ucug40ggnahh,1,93.1,50.1,2025-09-13T12:50:02.513,2025-09-13T12:51:01,1.0,"{""id"": 5897329853, ""qualifierId"": 147, ""value"": ""50.9""}",carrjufmn9zqdvrj4u0eis2l0,HB Køge vs Horsens,1_Division,2025-09-13,DNK,NaN,NaN,true,NaN,,true,NaN,NaN,NaN,NaN,true,Center,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,48.6,13.3,NaN,,,,99.1,50.9,NaN,true,NaN,NaN,NaN,NaN,741,,0.383133202791214,0.58710777759552,,2,2,NaN,,NaN,NaN,,,,NaN,,,,,,,,,,NaN,,NaN,NaN,NaN,NaN,,true,,,,NaN,,,NaN,NaN,NaN,,,,,,,
bfwi3pjyg3whbn0tpsz19e8hq,Aarhus Fremad,2827883801,31,15,1,2,17,K. Lunding,6zxcmzp7w6esj54g05tvk7ai1,1,93.3,60.1,2025-07-19T14:04:19.924,2025-07-19T14:05:33,1.0,"{""id"": 5800386897, ""qualifierId"": 17}",btk54zcps9pizk65pevt2pzis,Horsens vs Aarhus Fremad,1_Division,2025-07-19,DNK,NaN,,true,NaN,,NaN,NaN,,NaN,NaN,true,Center,,true,NaN,NaN,NaN,NaN,true,,NaN,NaN,,NaN,,,,50.6,2.5,NaN,,,NaN,98.2,53.6,NaN,true,,NaN,NaN,NaN,23,,0.17107057571411133,0.18911603093147278,,3,2,true,,,,,,,NaN,,,,,,,,,,NaN,,NaN,NaN,NaN,,,true,,,,NaN,,,,,,,,NaN,,,NaN,
a9vw7ikerpr4cuweeeka5aneg,Horsens,2827885391,40,15,1,5,31,S. Doua,6qko3f8w2ap9ynbuq2g55i5n8,1,73.4,39.5,2025-07-19T14:07:33.711,2025-07-19T14:09:04,1.0,"{""id"": 4611686018471106701, ""qualifierId"": 322, ""value"": ""0.0""}",btk54zcps9pizk65pevt2pzis,Horsens vs Aarhus Fremad,1_Division,2025-07-19,DNK,NaN,,NaN,true,,true,true,,NaN,NaN,true,Center,,NaN,NaN,NaN,true,NaN,NaN,,NaN,true,,NaN,,,,51.9,19,NaN,,,NaN,79.7,42.4,NaN,NaN,,true,96.8,48.6,67,,0.019023770466446877,0.0,,1,2,NaN,,,,,,,NaN,,,,,,,,,,NaN,,NaN,NaN,NaN,,,NaN,,,,NaN,,,,,,,,NaN,,,NaN,
a9vw7ikerpr4cuweeeka5aneg,Horsens,2827888683,112,15,1,11,28,S. Pingel,3epwf56ozg73hueacwmckk0r9,1,87.2,37.9,2025-07-19T14:13:31.389,2025-07-19T14:14:38,1.0,"{""id"": 5800413305, ""qualifierId"": 322, ""value"": ""0.04221625626087189""}",btk54zcps9pizk65pevt2pzis,Horsens vs Aarhus Fremad,1_Division,2025-07-19,DNK,NaN,,true,NaN,,NaN,true,,NaN,NaN,true,Center,,true,NaN,NaN,NaN,NaN,true,,NaN,NaN,,NaN,,,,50.8,10.1,NaN,,,NaN,98.2,49.5,NaN,true,,NaN,NaN,NaN,122,,0.09174033254384995,0.04221625626087189,,3,2,NaN,,,,,,,NaN,,,,,,,,,,NaN,,NaN,NaN,NaN,,,NaN,,,,NaN,,,,,,,,NaN,,,NaN,
bfwi3pjyg3whbn0tpsz19e8hq,Aarhus Fremad,2827893451,210,13,1,20,48,K. Lunding,6zxcmzp7w6esj54g05tvk7ai1,1,72.8,43.7,2025-07-19T14:22:51.119,2025-07-19T14:24:00,NaN,"{""id"": 5800439753, ""qualifierId"": 321, ""value"": ""0.039314154535532""}",btk54zcps9pizk65pevt2pzis,Horsens vs Aarhus Fremad,1_Division,2025-07-19,DNK,NaN,,NaN,true,,NaN,NaN,,NaN,NaN,NaN,Center,,true,NaN,true,NaN,NaN,NaN,,NaN,NaN,,NaN,,,,51.3,75,NaN,,,NaN,NaN,NaN,NaN,NaN,,NaN,98.9,49.1,NaN,,0.039314154535532,0.0,,1,3,NaN,,,,,,,true,,,,,,,,,,true,,NaN,NaN,NaN,,,NaN,,,,NaN,,,,,,,,NaN,,,NaN,
a9vw7ikerpr4cuweeeka5aneg,Horsens,2827898101,250,13,1,29,41,S. Hausner,5lu7bn7uec3zjqpoi1x81gbu1,1,84.5,33.6,2025-07-19T14:31:43.984,2025-07-19T14:32:51,NaN,"{""id"": 5800465673, ""qualifierId"": 231, ""value"": ""49.8""}",btk54zcps9pizk65pevt2pzis,Horsens vs Aarhus Fremad,1_Division,2025-07-19,DNK,NaN,,NaN,NaN,,true,true,,NaN,NaN,NaN,Center,,NaN,true,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,,,59.8,11.1,NaN,,,NaN,NaN,NaN,NaN,NaN,,true,98.4,49.8,NaN,,0.04581945016980171,0.0,,2,2,NaN,,,,,,,true,,,,,,,,,,NaN,,true,NaN,NaN,,,NaN,,,,NaN,,,,,,,,NaN,,,NaN,
a9vw7ikerpr4cuweeeka5aneg,Horsens,2827898737,268,13,1,30,44,S. Pingel,3epwf56ozg73hueacwmckk0r9,1,89.9,50.6,2025-07-19T14:32:47.071,2025-07-19T14:34:08,1.0,"{""id"": 5800469465, ""qualifierId"": 15}",btk54zcps9pizk65pevt2pzis,Horsens vs Aarhus Fremad,1_Division,2025-07-19,DNK,true,,true,NaN,,NaN,true,,NaN,NaN,true,Center,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,,,0.3,34.7,NaN,,,NaN,89.3,0.0,true,true,,NaN,98.6,51.1,NaN,,0.08062977343797684,0.0,,3,2,true,,,,,,,NaN,,,,,,,,,,NaN,,NaN,NaN,true,,,NaN,,,,NaN,,,,,,,,NaN,,,true,
a9vw7ikerpr4cuweeeka5aneg,Horsens,2827900973,313,15,1,35,24,I. Miličević,9cg2dx19fx5be3zewtmx97e95,1,71.8,65.4,2025-07-19T14:37:27.505,2025-07-19T14:38:35,1.0,"{""id"": 5800480971, ""qualifierId"": 72}",btk54zcps9pizk65pevt2pzis,Horsens vs Aarhus Fremad,1_Division,2025-07-19,DNK,NaN,,NaN,true,,NaN,true,,NaN,NaN,true,Center,,true,NaN,NaN,NaN,NaN,true,,NaN,NaN,,NaN,,,,48.7,7.0,NaN,,,NaN,98.8,50.9,NaN,NaN,,true,NaN,NaN,308,,0.02732330746948719,0.02702214941382408,,1,2,NaN,,,,,,,NaN,,,,,,,,,,NaN,,NaN,NaN,NaN,,,NaN,,,,NaN,,,,,,,,NaN,,,NaN,
a9vw7ikerpr4cuweeeka5aneg,Horsens,2827904573,377,13,1,43,13,K. Kirkegaard,3ylgelxr6ssp42hidfnchqp2i,1,88.2,56.1,2025-07-19T14:45:16.366,2025-07-19T14:46:28,1.0,"{""id"": 5800501591, ""qualifierId"": 231, ""value"": ""50.9""}",btk54zcps9pizk65pevt2pzis,Horsens vs Aarhus Fremad,1_Division,2025-07-19,DNK,true,,true,NaN,,NaN,true,,NaN,NaN,true,Center,,NaN,NaN,true,NaN,NaN,NaN,,NaN,NaN,,NaN,,,,52.3,72.2,NaN,,,NaN,NaN,NaN,NaN,true,,NaN,99.4,50.9,NaN,,0.03977321833372116,0.0,,2,1,true,,,,,,,NaN,,,,,,,,,,NaN,,NaN,NaN,NaN,,,NaN,,,,NaN,,,,,,,,NaN,,,NaN,
a9vw7ikerpr4cuweeeka5aneg,Horsens,2827905847,410,15,1,45,58,K. Kirkegaard,3ylgelxr6ssp42hidfnchqp2i,1,88.8,55.8,2025-07-19T14:48:01.107,2025-07-19T14:49:08,1.0,"{""id"": 5800508321, ""qualifierId"": 147, ""value"": ""50.9""}",btk54zcps9pizk65pevt2pzis,Horsens vs Aarhus Fremad,1_Division,2025-07-19,DNK,NaN,,true,NaN,,true,true,,NaN,NaN,true,Center,,NaN,NaN,NaN,NaN,NaN,true,,NaN,NaN,,NaN,,,,51.8,5.7,true,,,NaN,98.1,50.9,NaN,true,,NaN,NaN,NaN,396,,0.17144237458705902,0.25823211669921875,,2,1,true,,,,,,,NaN,,,,,,,,,,NaN,,NaN,NaN,NaN,,,NaN,,,,NaN,,,,,,,,NaN,,,NaN,
bfwi3pjyg3whbn0tpsz19e8hq,Aarhus Fremad,2827910227,431,15,2,47,47,J. Beluli,29y19vqfjkvlc8s9gr5v5atqs,1,79.4,50.7,2025-07-19T15:07:25.784,2025-07-19T15:08:34,1.0,"{""id"": 5800531771, ""qualifierId"": 78}",btk54zcps9pizk65pevt2pzis,Horsens vs Aarhus Fremad,1_Division,2025-07-19,DNK,NaN,,NaN,true,,NaN,true,,NaN,NaN,true,Center,,true,NaN,NaN,NaN,NaN,true,,NaN,NaN,,NaN,,,,51.3,5.1,NaN,,,NaN,98.6,50.0,NaN,NaN,,true,NaN,NaN,440,,0.05792661011219025,0.04617768153548241,,2,2,NaN,,,,,,,NaN,,,,,,,,,,NaN,,NaN,NaN,NaN,,,NaN,,,,NaN,,,,,,,,NaN,,,NaN,
a9vw7ikerpr4cuweeeka5aneg,Horsens,2827911289,459,15,2,49,47,K. Kirkegaard,3ylgelxr6ssp42hidfnchqp2i,1,87.5,50.7,2025-07-19T15:09:25.747,2025-07-19T15:10:52,1.0,"{""id"": 5800542393, ""qualifierId"": 147, ""value"": ""50.5""}",btk54zcps9pizk65pevt2pzis,Horsens vs Aarhus Fremad,1_Division,2025-07-19,DNK,NaN,,true,NaN,,true,true,,NaN,NaN,true,Center,,NaN,NaN,NaN,NaN,NaN,true,,NaN,true,,NaN,,,,49.8,19,NaN,,,NaN,89.7,50.5,NaN,true,,NaN,98.9,50,454,,0.18473945558071136,0.0,,3,2,NaN,,,,,,,NaN,,,,,,,,,,NaN,,NaN,NaN,NaN,,,NaN,,,,NaN,,,,,,,,NaN,,,NaN,
a9vw7ikerpr4cuweeeka5aneg,Horsens,2827913655,492,15,2,54,29,P. Olsen,8jotzm26md7pzdy2gn474chqt,1,81.8,49.1,2025-07-19T15:14:07.002,2025-07-19T15:15:15,1.0,"{""id"": 5800550643, ""qualifierId"": 103, ""value"": ""10.8""}",btk54zcps9pizk65pevt2pzis,Horsens vs Aarhus Fremad,1_Division,2025-07-19,DNK,NaN,,NaN,true,,true,true,,NaN,NaN,true,Center,,NaN,NaN,NaN,NaN,NaN,true,,NaN,NaN,,NaN,,,,49.6,10.8,NaN,,,NaN,98.5,49.6,NaN,true,,NaN,NaN,NaN,496,,0.1267714947462082,0.035469233989715576,,1,2,true,,,,,,,NaN,,,,,,,,,,NaN,,NaN,NaN,NaN,,,NaN,,,,NaN,,,,,,,,NaN,,,NaN,
a9vw7ikerpr4cuweeeka5aneg,Horsens,2827913883,498,13,2,54,56,S. Pingel,3epwf56ozg73hueacwmckk0r9,1,92.0,43.8,2025-07-19T15:14:34.810,2025-07-19T15:15:43,1.0,"{""id"": 5800551681, ""qualifierId"": 22}",btk54zcps9pizk65pevt2pzis,Horsens vs Aarhus Fremad,1_Division,2025-07-19,DNK,true,,true,NaN,,NaN,true,,NaN,NaN,true,Center,,NaN,NaN,true,NaN,NaN,NaN,,NaN,NaN,,NaN,,,,47.1,75,NaN,,,NaN,NaN,NaN,NaN,true,,NaN,99.1,47.8,NaN,,0.05131543055176735,0.0,,3,2,true,,,,,,,NaN,,,,,,,,,,NaN,,NaN,NaN,NaN,,,NaN,,,,NaN,,,,,,,,NaN,,,NaN,
bfwi3pjyg3whbn0tpsz19e8hq,Aarhus Fremad,2827915413,535,15,2,57,59,J. Beluli,29y19vqfjkvlc8s9gr5v5atqs,1,71.0,47.9,2025-07-19T15:17:37.516,2025-07-19T15:18:45,1.0,"{""id"": 5800560183, ""qualifierId"": 72}",btk54zcps9pizk65pevt2pzis,Horsens vs Aarhus Fremad,1_Division,2025-07-19,DNK,NaN,,NaN,true,,NaN,true,,NaN,NaN,true,Center,,true,NaN,NaN,NaN,NaN,true,,NaN,NaN,,NaN,,,,51.2,4.4,NaN,,,NaN,97.7,49.8,NaN,NaN,,true,NaN,NaN,542,,0.012370780110359192,0.018555963411927223,,2,2,NaN,,,,,,,NaN,,,,,,,,,,NaN,,NaN,NaN,NaN,,,NaN,,,,NaN,,,,,,,,NaN,,,NaN,
