team,ID,player_name,number,position,ssiId_player,optaUuid_player,Minutes_seconds,Distance,Walking,Jogging,Running,High Speed Running,Sprinting,No. of High Intensity Runs,Sprint Distance TIP,No. of High Intensity Runs TIP,Distance OTIP,HSR Distance OTIP,Sprint Distance OTIP,No. of High Intensity Runs OTIP,Distance BOP,HSR Distance BOP,Sprint Distance BOP,No. of High Intensity Runs BOP,Distance_per90,Walking_per90,Jogging_per90,Running_per90,High Speed Running_per90,Sprinting_per90,No. of High Intensity Runs_per90,Sprint Distance TIP_per90,No. of High Intensity Runs TIP_per90,Distance OTIP_per90,HSR Distance OTIP_per90,Sprint Distance OTIP_per90,No. of High Intensity Runs OTIP_per90,Distance BOP_per90,HSR Distance BOP_per90,Sprint Distance BOP_per90,No. of High Intensity Runs BOP_per90,game_id,match_description,season,competition,Minutes
HBK,102021,Marc Rochester,8,CF,579edeee-b663-4b70-85c1-22238e89a72b,444n8m1tirk6lp739iigw42c5,3881,7301.59,2335.99,3222.89,1116.13,477.62,148.96,65,95.96,32,3367.72,231.44,52.35,32,1514.54,5.13,0.65,1,10159.388301984025,3250.282401442926,4484.309713991239,1552.9765524349395,664.557588250451,207.26204586446792,90.44060809069826,133.51816542128316,44.52460706003607,4685.825302757021,322.0242205617109,72.83947436227777,44.52460706003607,2107.3218242720945,7.137851069312033,0.9044060809069827,1.3913939706261271,48874e9f-62ea-47c1-ae00-de7e40667409,HBK - HIK : 2025-7-18,2025,1.Div,64.68333333333334
HBK,444854,Gabriel Culhaci,5,RW,43c34dc6-e2cb-47a9-988d-b363ab85d9e5,1icurh5jrnw1e6jdgqxjnhdnu,4402,7777.63,3253.18,2968.96,915.94,435.5,204.05,70,93.69,28,3226.66,236.44,95.68,40,1975.51,9.41,14.68,2,9540.936392548841,3990.7251249432074,3642.068150840528,1123.5974557019538,534.234438891413,250.31122217174016,85.87005906406179,114.93094048159927,34.34802362562472,3958.1926397092234,290.044525215811,117.37210358927761,49.06860517946388,2423.3880054520673,11.543389368468878,18.008178100863248,2.4534302589731944,48874e9f-62ea-47c1-ae00-de7e40667409,HBK - HIK : 2025-7-18,2025,1.Div,73.36666666666666
HBK,454662,Christian Jensen,10,LW,8e8bd7fb-2e3d-484f-9d9e-441905172659,74m58jsznzu8l89b8h7rkh1bd,4954,9301.69,2624.41,4673.33,1434.09,449.58,120.29,54,81.53,32,3776.2,124.33,38.76,20,2285.09,29.09,0.0,2,10139.104965684297,2860.6810658054096,5094.061768268067,1563.1986273718207,490.05490512717,131.11949939442877,58.861526039563984,88.87000403714171,34.880904319741624,4116.16471538151,135.52321356479612,42.249495357287046,21.800565199838516,2490.8126766249497,31.70892208316512,0.0,2.1800565199838515,48874e9f-62ea-47c1-ae00-de7e40667409,HBK - HIK : 2025-7-18,2025,1.Div,82.56666666666666
HBK,494194,Laurits Bust Sorensen,2,LCB,b33bded7-fbe4-4586-a778-5eac63e4df14,6gmm4awyvlf9p7jr9dvnmp0tm,3883,6705.46,2219.67,3184.4,868.54,271.17,161.68,50,16.5,10,3078.18,161.44,140.66,36,1609.66,29.44,4.52,4,9325.131084213237,3086.8447077002315,4428.472830285861,1207.8588720061807,377.1099665207314,224.8447077002318,69.53386556785989,22.946175637393768,13.90677311357198,4280.7550862735,224.51094514550604,195.61267061550345,50.06438320885913,2238.5176409992278,40.94154004635591,6.2858614473345344,5.562709245428792,48874e9f-62ea-47c1-ae00-de7e40667409,HBK - HIK : 2025-7-18,2025,1.Div,64.71666666666667
HBK,544836,Hans Christian Bonnesen,4,RCB,8b46a569-93c0-4679-8618-5903b7091550,2pm5oqzyonn0dysa5nszgq3xm,5894,10334.63,3056.43,5182.26,1451.06,498.87,146.01,64,61.69,21,4469.46,284.8,74.81,39,2409.41,53.0,9.51,4,9468.442823210044,2800.2582287071596,4747.9138106549035,1329.4407872412621,457.05768578215134,133.77231082456734,58.63590091618595,56.51951136749236,19.239904988123513,4094.8564642008823,260.9297590770275,68.53987105531048,35.73125212080082,2207.467594163556,48.55785544621649,8.712928401764506,3.664743807261622,48874e9f-62ea-47c1-ae00-de7e40667409,HBK - HIK : 2025-7-18,2025,1.Div,98.23333333333333
HBK,547731,Sebastian Larsen,3,RWB,54e5ea9b-ceba-4585-8629-b72e9f370e80,4m7gr5z6b40dj02yrmlwgeluc,5894,10612.49,2903.21,5237.19,1678.68,663.85,129.56,83,51.79,39,4551.78,270.32,16.31,30,2320.07,65.74,61.47,14,9723.014251781473,2659.880217170003,4798.239904988122,1537.983033593485,608.210044112657,118.70105191720393,76.04343400067866,47.44927044451985,35.73125212080082,4170.276891754326,247.6633864947404,14.942992874109263,27.485578554462162,2125.615541228368,60.23006447234475,56.31795045809298,12.826603325415677,48874e9f-62ea-47c1-ae00-de7e40667409,HBK - HIK : 2025-7-18,2025,1.Div,98.23333333333333
HBK,560289,Berkant Bayrak,1,GK,fe95d6d7-c7f0-4e24-918d-882b54988f92,dqqswfn9s1tdxjoslts8ks6xg,5894,4488.23,3296.93,1054.28,101.32,35.43,0.28,4,0.28,2,1613.23,24.98,0.0,2,1249.23,1.55,0.0,0,4112.053274516457,3020.6009501187646,965.9165252799456,92.82796063793687,32.46046827281982,0.25653206650831356,3.664743807261622,0.25653206650831356,1.832371903630811,1478.0186630471667,22.88632507634883,0.0,1.832371903630811,1144.526976586359,1.4200882253138785,0.0,0.0,48874e9f-62ea-47c1-ae00-de7e40667409,HBK - HIK : 2025-7-18,2025,1.Div,98.23333333333333
HBK,615243,Niklas Jakobsen,21,LWB,cf8ae81d-02d4-4b0a-8ff9-6647411944fc,4ti8pdx03j8dh4mdb626ltmvo,5894,10730.51,3371.13,4780.36,1427.0,640.15,511.87,119,132.38,27,4810.2,417.71,344.73,85,2508.24,41.47,34.76,7,9831.142517814727,3088.581947743468,4379.698676620292,1307.3973532405837,586.4964370546318,468.9681031557516,109.02612826603325,121.28469630132336,24.737020699015947,4407.037665422463,382.70003393281297,315.83678316932475,77.87580590430947,2298.0142517814725,37.99423142178487,31.846623685103495,6.4133016627078385,48874e9f-62ea-47c1-ae00-de7e40667409,HBK - HIK : 2025-7-18,2025,1.Div,98.23333333333333
HBK,630741,Gabriel M. Larsen,28,LCM,42c8aa88-83a2-4df3-b55e-24cb2c0e0f0c,3mgrufy83uhzs9liw8pwxi784,5894,12132.73,3320.82,5720.1,2085.72,738.43,267.67,103,112.83,42,5349.82,359.14,150.99,56,2514.85,43.69,3.85,5,11115.836783169325,3042.488632507635,5240.675262979301,1910.9073634204274,676.5391923990499,245.23549372242962,94.36715303698678,103.3732609433322,38.479809976247026,4901.429928741092,329.0390227349847,138.33491686460806,51.30641330166271,2304.0702409229725,40.028164234815065,3.527315914489311,4.580929759077027,48874e9f-62ea-47c1-ae00-de7e40667409,HBK - HIK : 2025-7-18,2025,1.Div,98.23333333333333
HBK,646670,Mads Westergren,23,CB,119b8877-76d3-42c8-87a2-f30389e3a1fb,7al9w77ailhli8g487tkl32tw,5894,10026.36,3282.73,4925.81,1171.58,479.79,166.45,70,63.31,22,4214.19,221.87,80.99,39,2443.94,96.93,22.15,9,9186.010179843908,3007.5911096029863,4512.957923311843,1073.3851374278927,439.5768578215134,152.49915167967424,64.13301662707839,58.00373260943332,20.15609093993892,3860.9816762809633,203.27417712928403,74.20190023752969,35.73125212080082,2239.103495079742,88.80590430946727,20.293518832711232,8.245673566338649,48874e9f-62ea-47c1-ae00-de7e40667409,HBK - HIK : 2025-7-18,2025,1.Div,98.23333333333333
HBK,659136,Mads Schutt Rasmussen,24,RCM,2530e677-add1-4ec2-bc43-24b2a609e5d2,k43cten7yb6p59yo0firhb84,3883,7822.2,1869.34,3866.17,1440.2,525.73,120.76,63,54.57,20,3759.34,302.17,63.68,41,1457.22,15.58,2.51,2,10878.156064898274,2599.6487252124643,5376.594900849858,2002.8534638166366,731.1207828998198,167.93819211949523,87.61267061550348,75.8892608807623,27.81354622714396,5228.028843677569,420.2209631728045,88.55833118722637,57.01776976564511,2026.5227916559363,21.666752510945145,3.4906000515065667,2.781354622714396,48874e9f-62ea-47c1-ae00-de7e40667409,HBK - HIK : 2025-7-18,2025,1.Div,64.71666666666667
HIK,208374,Emil Sogaard Jensen,18,RCB,2d9d7a65-0ebb-4b2c-86d3-0c71dacf2ec1,cflwegqpzch8y30pb3dhigqnd,5894,11596.38,2918.99,6065.74,1807.78,612.15,191.73,83,25.39,18,4170.98,392.77,159.4,55,2814.88,65.36,6.94,10,10624.440447913132,2674.3376314896504,5557.345775364777,1656.2626399728538,560.8432304038005,175.6603325415677,76.04343400067866,23.261961316593148,16.491347132677298,3821.3932813030196,359.8503562945368,146.04004071937564,50.3902273498473,2578.9535120461487,59.8819138106549,6.358330505598914,9.161859518154055,48874e9f-62ea-47c1-ae00-de7e40667409,HBK - HIK : 2025-7-18,2025,1.Div,98.23333333333333
HIK,213298,Soren Andreasen,9,RF,60039ffd-d5a1-49cd-9350-ae19e581d4aa,4qyfoq5fjiochtj89w426lm21,4152,7844.77,2226.26,4136.91,1021.0,386.15,74.46,50,13.59,25,2676.96,179.71,57.19,23,1786.97,30.03,3.68,2,10202.735549132947,2895.4248554913297,5380.374277456647,1327.8901734104045,502.21820809248555,96.84104046242774,65.02890173410404,17.674855491329478,32.51445086705202,3481.595375722543,233.72687861271675,74.3800578034682,29.913294797687858,2324.093930635838,39.05635838150289,4.786127167630058,2.601156069364162,48874e9f-62ea-47c1-ae00-de7e40667409,HBK - HIK : 2025-7-18,2025,1.Div,69.2
