contestantId,team_name,id,eventId,typeId,periodId,timeMin,timeSec,playerName,playerId,outcome,x,y,timeStamp,lastModified,assist,qualifier,match_id,label,date,15,16,17,18,20,22,24,25,26,29,56,60,63,64,68,72,73,75,76,78,80,81,82,83,84,86,89,100,102,103,108,114,120,121,146,147,153,154,160,214,215,230,231,233,321,322,326,327,328,374,375,391,395,396,458,468,sequenceId,possessionId,keyPass,140,141,318,210,23,6,9,107,61,74,77,79,133,136,254,280,281,282,323,324,338,472
b2vft81kyjurzbmekvgrqwr64,Hobro,2703429637,643,15,2,67,15,J. Sneftrup,6xhxqcmi0g6h61y2pl9v89xjo,1,91.7,53.8,2024-07-26T18:25:44.884,2024-07-26T19:09:16,NaN,"{""id"": 5118042197, ""qualifierId"": 327, ""value"": ""2""}",5x6tgnddq164y7hxajehmzpjo,Hobro vs Esbjerg,2024-07-26,true,NaN,true,NaN,NaN,NaN,true,NaN,NaN,NaN,Center,,NaN,,,NaN,NaN,,NaN,true,NaN,NaN,NaN,,NaN,,NaN,NaN,50.8,18.4,NaN,,,,98.0,51.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,667,0.08147183805704117,0.0406,3,2,true,NaN,NaN,NaN,,,true,NaN,,,,,,,,NaN,,,,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
f1h34qp5zbfl489q8vnkhiq9s,Esbjerg,2703428565,663,16,2,64,53,L. From,6hmsrr08cllpl4iumu92zskbt,1,86.2,35.8,2024-07-26T18:23:22.584,2024-07-26T20:31:24,1.0,"{""id"": 5118036297, ""qualifierId"": 56, ""value"": ""Center""}",5x6tgnddq164y7hxajehmzpjo,Hobro vs Esbjerg,2024-07-26,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,true,Center,,true,,,NaN,NaN,,true,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,53.6,7.6,NaN,,,,NaN,NaN,NaN,true,NaN,NaN,true,96.4,45.5,NaN,0.05632053688168526,0.4327,3,2,NaN,2024-07-26 19:23:21.539,64:52.424,NaN,,,NaN,NaN,,,,,,,,true,,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
b2vft81kyjurzbmekvgrqwr64,Hobro,2703430955,683,15,2,70,40,J. Sneftrup,6xhxqcmi0g6h61y2pl9v89xjo,1,84.6,60.3,2024-07-26T18:29:09.282,2024-07-26T19:09:14,NaN,"{""id"": 5118126773, ""qualifierId"": 233, ""value"": ""695""}",5x6tgnddq164y7hxajehmzpjo,Hobro vs Esbjerg,2024-07-26,NaN,NaN,true,NaN,NaN,true,NaN,NaN,NaN,NaN,Center,,NaN,,,true,NaN,,true,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,52.8,5.1,NaN,,,,99.1,50.9,NaN,NaN,NaN,NaN,true,NaN,NaN,695,0.03762955591082573,0.134,3,2,NaN,NaN,NaN,NaN,,,true,2703430941,,,,,,,,NaN,,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
b2vft81kyjurzbmekvgrqwr64,Hobro,2703431353,690,13,2,71,34,F. Christensen,9b89pmcjk6re94bjp0ixeatjo,1,87.8,59.9,2024-07-26T18:30:03.299,2024-07-26T18:31:11,1.0,"{""id"": 5118052047, ""qualifierId"": 231, ""value"": ""50.7""}",5x6tgnddq164y7hxajehmzpjo,Hobro vs Esbjerg,2024-07-26,NaN,NaN,true,NaN,true,NaN,NaN,NaN,NaN,true,Center,,NaN,,,NaN,NaN,,NaN,NaN,NaN,true,NaN,,NaN,,NaN,NaN,43.0,65.3,true,,,,NaN,NaN,NaN,true,true,NaN,NaN,99.0,50.7,NaN,0.0620981827378273,NaN,2,2,true,NaN,NaN,NaN,,,NaN,NaN,,,,,,,,NaN,,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
b2vft81kyjurzbmekvgrqwr64,Hobro,2703433591,723,16,2,76,5,F. Christensen,9b89pmcjk6re94bjp0ixeatjo,1,95.7,48.7,2024-07-26T18:34:34.257,2024-07-26T18:54:21,1.0,"{""id"": 5118065169, ""qualifierId"": 374, ""value"": ""2024-07-26 19:34:33.981""}",5x6tgnddq164y7hxajehmzpjo,Hobro vs Esbjerg,2024-07-26,true,true,NaN,NaN,NaN,true,NaN,NaN,NaN,true,Center,,NaN,,,NaN,NaN,,NaN,NaN,NaN,true,NaN,,NaN,,NaN,NaN,47.9,20.9,NaN,,,,NaN,NaN,NaN,true,NaN,true,NaN,99.1,49.6,NaN,0.5864822268486023,0.8463,1,1,true,2024-07-26 19:34:33.981,76:04.866,NaN,,,NaN,NaN,,,,,,,,NaN,,,,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
b2vft81kyjurzbmekvgrqwr64,Hobro,2703435137,745,16,2,79,16,F. Christensen,9b89pmcjk6re94bjp0ixeatjo,1,87.0,44.2,2024-07-26T18:37:45.368,2024-07-26T20:31:26,1.0,"{""id"": 5118072521, ""qualifierId"": 327, ""value"": ""1""}",5x6tgnddq164y7hxajehmzpjo,Hobro vs Esbjerg,2024-07-26,NaN,NaN,true,NaN,true,NaN,NaN,NaN,NaN,true,Center,,NaN,,,NaN,NaN,,true,NaN,NaN,NaN,NaN,,NaN,,true,NaN,52.5,7.6,NaN,,,,NaN,NaN,NaN,true,NaN,true,true,89.9,46.0,NaN,0.5402751564979553,0.926,2,1,NaN,2024-07-26 19:37:44.515,79:15.400,NaN,,,NaN,NaN,,,,,,,,true,,,,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
f1h34qp5zbfl489q8vnkhiq9s,Esbjerg,2703434293,763,13,2,77,40,T. Stagaard,c7buy99bjqmkmno8w5t0189d6,1,91.7,42.7,2024-07-26T18:36:09.912,2024-07-26T20:31:07,1.0,"{""id"": 5118073743, ""qualifierId"": 154}",5x6tgnddq164y7hxajehmzpjo,Hobro vs Esbjerg,2024-07-26,true,NaN,true,NaN,NaN,NaN,true,NaN,NaN,true,Center,,NaN,,,NaN,true,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,60.5,4.2,NaN,,,,99.0,55.8,true,true,NaN,NaN,NaN,98.5,49.1,NaN,0.04888605326414108,NaN,3,2,true,NaN,NaN,NaN,,,NaN,NaN,,,,,,,,NaN,,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
b2vft81kyjurzbmekvgrqwr64,Hobro,2703436561,764,15,2,82,8,M. Kristensen,bp232fgjrfyok2471ec7u1tcl,1,77.2,63.0,2024-07-26T18:40:37.583,2024-07-26T19:09:18,1.0,"{""id"": 5118083025, ""qualifierId"": 78}",5x6tgnddq164y7hxajehmzpjo,Hobro vs Esbjerg,2024-07-26,NaN,NaN,NaN,true,true,true,NaN,NaN,NaN,true,Center,,NaN,,,NaN,NaN,,NaN,true,NaN,NaN,NaN,,NaN,,NaN,NaN,50.7,12.7,NaN,,,,97.7,51.4,NaN,NaN,NaN,NaN,true,NaN,NaN,802,0.040752824395895004,0.0191,1,2,NaN,NaN,NaN,NaN,,,NaN,NaN,,,,,,,,NaN,,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
b2vft81kyjurzbmekvgrqwr64,Hobro,2703436823,769,13,2,82,34,F. Christensen,9b89pmcjk6re94bjp0ixeatjo,1,85.2,53.6,2024-07-26T18:41:03.718,2024-07-26T19:08:58,1.0,"{""id"": 5118082803, ""qualifierId"": 73}",5x6tgnddq164y7hxajehmzpjo,Hobro vs Esbjerg,2024-07-26,true,NaN,true,NaN,NaN,true,NaN,NaN,NaN,true,Center,,NaN,,,NaN,true,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,59.3,31.9,NaN,,,,NaN,NaN,NaN,true,NaN,NaN,NaN,97.8,50.4,NaN,0.02315853349864483,NaN,2,2,true,NaN,NaN,NaN,,,NaN,NaN,,,,,,,,NaN,,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
f1h34qp5zbfl489q8vnkhiq9s,Esbjerg,2703435659,792,16,2,80,13,E. Sørensen,9xxdec5pv5plas9ve4ehs4nop,1,98.6,50.7,2024-07-26T18:38:42.455,2024-07-26T20:31:12,NaN,"{""id"": 5118075709, ""qualifierId"": 22}",5x6tgnddq164y7hxajehmzpjo,Hobro vs Esbjerg,2024-07-26,NaN,true,NaN,NaN,true,true,NaN,NaN,NaN,NaN,Center,,NaN,,,NaN,NaN,,NaN,true,NaN,NaN,NaN,,NaN,,NaN,NaN,49.9,19.6,NaN,,,,NaN,NaN,NaN,NaN,NaN,true,NaN,96.0,51.6,NaN,0.9940894842147827,0.9548,1,0,true,2024-07-26 19:38:42.362,80:13.247,NaN,,,true,NaN,,,,,,,,NaN,,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,BLOCKED_SHOT,454657,1409,true,NaN,793,793
f1h34qp5zbfl489q8vnkhiq9s,Esbjerg,2703436177,793,15,2,80,12,L. From,6hmsrr08cllpl4iumu92zskbt,1,87.2,32.5,2024-07-26T18:38:41.423,2024-07-26T20:31:13,NaN,"{""id"": 5118093065, ""qualifierId"": 133}",5x6tgnddq164y7hxajehmzpjo,Hobro vs Esbjerg,2024-07-26,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,Center,,true,,,true,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,49.8,25.3,NaN,,,,98.9,47.7,NaN,NaN,NaN,NaN,true,98.1,44.0,749,0.0772022232413292,0.0328,2,3,NaN,NaN,NaN,NaN,,,true,NaN,,,,,,,,NaN,,,,NaN,NaN,NaN,true,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
b2vft81kyjurzbmekvgrqwr64,Hobro,2703440127,821,13,2,88,57,J. Sneftrup,6xhxqcmi0g6h61y2pl9v89xjo,1,81.8,34.2,2024-07-26T18:47:26.900,2024-07-26T19:25:34,1.0,"{""id"": 5118100205, ""qualifierId"": 56, ""value"": ""Center""}",5x6tgnddq164y7hxajehmzpjo,Hobro vs Esbjerg,2024-07-26,NaN,NaN,NaN,true,NaN,true,NaN,NaN,NaN,true,Center,,NaN,,,true,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,59.8,48.6,NaN,,,,NaN,NaN,NaN,NaN,NaN,NaN,true,99.4,50.2,NaN,0.06698258221149445,NaN,1,2,NaN,NaN,NaN,NaN,,,NaN,NaN,,,,,,,,NaN,,,,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
b2vft81kyjurzbmekvgrqwr64,Hobro,2703441441,846,15,2,91,11,M. Kristensen,bp232fgjrfyok2471ec7u1tcl,1,73.2,44.2,2024-07-26T18:49:41.830,2024-07-26T19:25:39,1.0,"{""id"": 5118108777, ""qualifierId"": 233, ""value"": ""879""}",5x6tgnddq164y7hxajehmzpjo,Hobro vs Esbjerg,2024-07-26,NaN,NaN,NaN,true,true,true,NaN,NaN,NaN,true,Center,,NaN,,,NaN,NaN,,NaN,true,NaN,NaN,true,,NaN,,NaN,NaN,49.2,19,NaN,,,,79.2,45.3,NaN,NaN,NaN,NaN,true,97.8,48.4,879,0.03242107853293419,NaN,1,2,NaN,NaN,NaN,NaN,,,NaN,NaN,,,,,,,,NaN,,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN
f1h34qp5zbfl489q8vnkhiq9s,Esbjerg,2703438991,851,16,2,87,12,E. Holten,dkuinrikn3htd1kilcsce2bit,1,91.7,32.7,2024-07-26T18:45:41.701,2024-07-26T20:31:10,1.0,"{""id"": 5118094287, ""qualifierId"": 326, ""value"": ""2""}",5x6tgnddq164y7hxajehmzpjo,Hobro vs Esbjerg,2024-07-26,NaN,NaN,NaN,NaN,true,true,NaN,NaN,NaN,true,Center,,true,,,NaN,NaN,,true,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,53.6,15.8,NaN,,,,NaN,NaN,NaN,NaN,NaN,NaN,true,99.8,46.8,NaN,0.0801800787448883,0.4719,2,2,NaN,2024-07-26 19:45:40.823,87:11.708,NaN,,,NaN,NaN,,,,,,,,NaN,,,,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,true,NaN,NaN
b2vft81kyjurzbmekvgrqwr64,Hobro,2703442727,866,15,2,93,23,F. Dietz,ebd3uvtt54wkdsahc2127j02c,1,95.8,58.8,2024-07-26T18:51:52.787,2024-07-26T18:53:34,1.0,"{""id"": 5118115805, ""qualifierId"": 76}",5x6tgnddq164y7hxajehmzpjo,Hobro vs Esbjerg,2024-07-26,true,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,true,Center,,NaN,,,NaN,NaN,,true,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,53.2,14.6,NaN,,,,98.9,50.9,NaN,true,NaN,NaN,NaN,NaN,NaN,902,0.06842546164989471,0.1134,3,2,true,NaN,NaN,NaN,,,NaN,NaN,,,,,,,,NaN,,,,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
f1h34qp5zbfl489q8vnkhiq9s,Esbjerg,2703440545,874,15,2,89,37,N. Strunck,auv81snxkpk2ybxzi8giy5azt,1,76.9,38.3,2024-07-26T18:48:06.864,2024-07-26T20:31:16,1.0,"{""id"": 5118102571, ""qualifierId"": 56, ""value"": ""Center""}",5x6tgnddq164y7hxajehmzpjo,Hobro vs Esbjerg,2024-07-26,NaN,NaN,NaN,true,true,true,NaN,NaN,NaN,true,Center,,NaN,,,NaN,NaN,,NaN,NaN,true,NaN,NaN,,NaN,,NaN,NaN,47.1,8.2,NaN,,,,98.6,48.6,NaN,NaN,NaN,NaN,true,NaN,NaN,825,0.0339205339550972,0.1092,1,2,true,NaN,NaN,NaN,,,NaN,NaN,,,,,,,,NaN,,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
b2vft81kyjurzbmekvgrqwr64,Hobro,2703443601,883,15,2,95,9,J. Sneftrup,6xhxqcmi0g6h61y2pl9v89xjo,1,92.3,48.5,2024-07-26T18:53:38.692,2024-07-26T18:54:10,1.0,"{""id"": 5118119979, ""qualifierId"": 322, ""value"": ""0.025""}",5x6tgnddq164y7hxajehmzpjo,Hobro vs Esbjerg,2024-07-26,true,NaN,true,NaN,NaN,true,NaN,NaN,NaN,true,Center,,NaN,,,NaN,NaN,,NaN,true,NaN,NaN,NaN,,NaN,,NaN,NaN,50.2,16.5,NaN,,,,98.2,48.7,NaN,true,NaN,NaN,NaN,NaN,NaN,916,0.114523746073246,0.025,3,2,true,NaN,NaN,NaN,,,NaN,NaN,,,,,,,,NaN,,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
b2vft81kyjurzbmekvgrqwr64,Hobro,2703444785,885,15,2,70,22,F. Christensen,9b89pmcjk6re94bjp0ixeatjo,1,93.1,54.8,2024-07-26T18:28:51.115,2024-07-26T18:57:42,1.0,"{""id"": 5118128737, ""qualifierId"": 78}",5x6tgnddq164y7hxajehmzpjo,Hobro vs Esbjerg,2024-07-26,true,NaN,true,NaN,NaN,true,NaN,NaN,NaN,true,Center,,NaN,,,NaN,NaN,,NaN,true,NaN,NaN,true,,NaN,,NaN,true,50.1,19,NaN,,,,95.1,53.4,NaN,true,NaN,NaN,NaN,99.1,50.7,691,0.10017550736665726,NaN,3,2,true,NaN,NaN,NaN,,,NaN,NaN,,,,,,,,NaN,,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
b2vft81kyjurzbmekvgrqwr64,Hobro,2703472921,889,13,2,57,46,F. Christensen,9b89pmcjk6re94bjp0ixeatjo,1,91.4,46.9,2024-07-26T18:16:15.115,2024-07-26T20:07:45,1.0,"{""id"": 5118282025, ""qualifierId"": 22}",5x6tgnddq164y7hxajehmzpjo,Hobro vs Esbjerg,2024-07-26,true,NaN,true,NaN,NaN,true,NaN,NaN,NaN,true,Center,,NaN,,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,true,,NaN,NaN,41.0,16.7,NaN,,,,NaN,NaN,NaN,true,NaN,NaN,NaN,98.8,50.5,NaN,0.07600591331720352,NaN,3,2,true,NaN,NaN,true,,,NaN,NaN,,,,,,,,NaN,,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
f1h34qp5zbfl489q8vnkhiq9s,Esbjerg,2703443387,914,15,2,94,38,N. Strunck,auv81snxkpk2ybxzi8giy5azt,1,84.4,39.1,2024-07-26T18:53:07.320,2024-07-26T20:31:05,1.0,"{""id"": 5118118745, ""qualifierId"": 102, ""value"": ""50.1""}",5x6tgnddq164y7hxajehmzpjo,Hobro vs Esbjerg,2024-07-26,NaN,NaN,true,NaN,true,true,NaN,NaN,NaN,true,Center,,NaN,,,NaN,NaN,,NaN,true,NaN,NaN,true,,NaN,,NaN,NaN,50.1,19,NaN,,,,86.3,40.4,NaN,true,NaN,NaN,NaN,99.4,48.6,876,0.03744250163435936,NaN,3,2,NaN,NaN,NaN,NaN,,,NaN,NaN,,,,,,,,NaN,,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
