team,ID,player_name,number,position,ssiId_player,optaUuid_player,Minutes_seconds,Distance,Walking,Jogging,Running,High Speed Running,Sprinting,No. of High Intensity Runs,Sprint Distance TIP,No. of High Intensity Runs TIP,Distance OTIP,HSR Distance OTIP,Sprint Distance OTIP,No. of High Intensity Runs OTIP,Distance BOP,HSR Distance BOP,Sprint Distance BOP,No. of High Intensity Runs BOP,Distance_per90,Walking_per90,Jogging_per90,Running_per90,High Speed Running_per90,Sprinting_per90,No. of High Intensity Runs_per90,Sprint Distance TIP_per90,No. of High Intensity Runs TIP_per90,Distance OTIP_per90,HSR Distance OTIP_per90,Sprint Distance OTIP_per90,No. of High Intensity Runs OTIP_per90,Distance BOP_per90,HSR Distance BOP_per90,Sprint Distance BOP_per90,No. of High Intensity Runs BOP_per90,game_id,match_description,season,competition,Minutes
FCK,68640,Thomas Delaney,27,LDM,ea3fa1d1-5b4f-4e0d-9d46-877d19f94fc5,4gqnyyx3i92fayq6cxvekqwut,5916,11619.06,3323.59,5987.34,1648.6,550.45,109.08,50,1.98,5,4669.96,449.05,107.09,44,2056.39,9.64,0.0,1,10605.632860040569,3033.7028397565923,5465.117647058823,1504.8073022312371,502.43914807302235,99.5659229208925,45.63894523326572,1.8073022312373226,4.563894523326573,4262.6409736308315,409.8833671399595,97.74949290060853,40.16227180527384,1877.0294117647059,8.799188640973632,0.0,0.9127789046653144,bc3e1b8e-9112-4f82-83e0-a8f07d35d2a7,VFF - FCK : 2025-7-18,2025,Superliga,98.6
FCK,96787,Mohamed Elyounoussi,10,CAM,2b434175-d91b-455e-8f83-f33eb4e2f8cd,6tckvu2rw7ns18dq7dim0sout,4562,9056.83,2519.25,4472.91,1406.25,577.9,80.53,52,80.24,32,3623.83,315.0,0.28,19,1380.42,13.56,0.0,1,10720.49145111793,2982.0144673388863,5294.54493643139,1664.5659798334063,684.0552389302937,95.32266549758879,61.551950898728634,94.97939500219202,37.878123629986845,4289.496273564227,372.86277948268304,0.33143358176238497,22.49013590530469,1633.9912319158266,16.050854888206928,0.0,1.183691363437089,bc3e1b8e-9112-4f82-83e0-a8f07d35d2a7,VFF - FCK : 2025-7-18,2025,Superliga,76.03333333333333
FCK,192774,Jordan Larsson,11,RW,9766f33e-034e-4879-90d4-4633a333eeb4,aahyom322jdc6f21960ycuzth,4562,8726.12,2542.89,4211.62,1075.35,674.46,221.8,83,115.01,39,3271.04,326.66,106.79,44,1298.88,10.6,0.0,0,10329.032880315654,3009.996931170539,4985.258220078913,1272.8825076720736,798.3524769837792,262.54274441034636,98.24638316527839,136.1363437088996,46.16396317404647,3871.9017974572557,386.66462078035954,126.40640070144674,52.082419991231916,1537.4730381411664,12.547128452433144,0.0,0.0,bc3e1b8e-9112-4f82-83e0-a8f07d35d2a7,VFF - FCK : 2025-7-18,2025,Superliga,76.03333333333333
FCK,220246,Pantelis Hatzidiakos,6,LCB,789f953e-5e94-4e51-a935-27741eab3c10,ayqy2vql1oumokqly9ahfrnx1,5916,9740.35,3625.77,4571.98,1154.84,357.71,30.05,39,3.52,12,3967.8,229.22,26.52,26,1901.46,20.14,0.0,1,8890.786004056796,3309.526369168357,4173.206896551724,1054.1135902636915,326.51014198782957,27.4290060851927,35.598377281947265,3.2129817444219064,10.953346855983774,3621.724137931035,209.22718052738338,24.206896551724142,23.732251521298178,1735.612576064909,18.383367139959432,0.0,0.9127789046653144,bc3e1b8e-9112-4f82-83e0-a8f07d35d2a7,VFF - FCK : 2025-7-18,2025,Superliga,98.6
FCK,226025,Marcos Lopez,15,LB,1fd02999-2f9b-49fe-ab8f-b817856abf4e,dux0skggr99ydjz3kn58p3wmh,5186,9402.01,2906.48,4171.91,1594.41,598.37,130.84,74,79.67,37,3561.48,315.2,51.17,35,1794.55,27.13,0.0,2,9789.983416891631,3026.415734670266,4344.063632857693,1660.2032394909372,623.0617045892787,136.23910528345544,77.05360586193598,82.95757809487081,38.52680293096799,3708.4442730428073,328.2067103740841,53.281527188584654,36.44427304280756,1868.6020053991515,28.24951793289626,0.0,2.082529888160432,bc3e1b8e-9112-4f82-83e0-a8f07d35d2a7,VFF - FCK : 2025-7-18,2025,Superliga,86.43333333333334
FCK,229778,Dominik Kotarski,42,GK,96a90a50-ec57-46e6-a960-b1d8451d5a34,c5h1yhzg9ouq6ru7oi24cfe21,5916,5074.25,3473.12,1426.59,166.0,8.53,0.0,1,0.0,1,1804.54,0.0,0.0,0,1101.9,0.0,0.0,0,4631.668356997972,3170.1906693711967,1302.1612576064908,151.5212981744422,7.786004056795132,0.0,0.9127789046653144,0.0,0.9127789046653144,1647.1460446247463,0.0,0.0,0.0,1005.7910750507101,0.0,0.0,0.0,bc3e1b8e-9112-4f82-83e0-a8f07d35d2a7,VFF - FCK : 2025-7-18,2025,Superliga,98.6
FCK,475413,Gabriel Pereira Magalhaes dos Santos,5,RCB,0d3a3ae6-4965-4638-86a7-0a02245556ce,4cbaoo2irqtme9goxuz6s3ey2,5916,9529.72,3387.63,4791.7,1014.52,259.06,76.81,27,34.68,3,3938.53,181.91,41.56,20,1696.91,57.67,0.57,4,8698.52738336714,3092.1572008113594,4373.762677484788,926.0324543610548,236.4645030425964,70.11054766734281,24.64503042596349,31.655172413793107,2.7383367139959436,3595.007099391481,166.04361054766736,37.93509127789047,18.25557809330629,1548.903651115619,52.639959432048684,0.5202839756592292,3.6511156186612577,bc3e1b8e-9112-4f82-83e0-a8f07d35d2a7,VFF - FCK : 2025-7-18,2025,Superliga,98.6
FCK,492944,Youssoufa Moukoko,9,ST,7a4a6cc3-caf5-47ae-b76f-2ab4c5a59f8b,eguzzwxdm0fwocax6srpck48a,3981,7246.54,2454.06,2858.47,1115.42,574.17,244.42,71,157.69,30,3104.31,393.88,81.97,39,1002.9,11.47,4.76,2,9829.519216277318,3328.7927656367747,3877.3519216277314,1513.0037678975132,778.8289374529013,331.5418236623964,96.30746043707612,213.8975131876413,40.693293142426526,4210.81989449887,534.2758100979654,111.18764129615676,52.90128108515449,1360.3767897513187,15.558402411454411,6.456669178598342,2.7128862094951023,bc3e1b8e-9112-4f82-83e0-a8f07d35d2a7,VFF - FCK : 2025-7-18,2025,Superliga,66.35
FCK,535944,Rodrigo Huescas,13,RB,f9a3e685-e97a-4150-8b5e-710949c6e3ba,6b8vhoisrfwkljhz4u7pduej8,5916,11174.11,2873.16,5657.49,1733.94,734.13,175.39,81,56.07,43,4243.83,351.95,107.71,35,1910.38,16.53,11.61,3,10199.491886409738,2622.559837728195,5164.037525354969,1582.7038539553753,670.0983772819473,160.09229208924947,73.93509127789046,51.17951318458418,39.24949290060852,3873.678498985801,321.2525354969574,98.315415821501,31.947261663286007,1743.7545638945235,15.088235294117649,10.5973630831643,2.7383367139959436,bc3e1b8e-9112-4f82-83e0-a8f07d35d2a7,VFF - FCK : 2025-7-18,2025,Superliga,98.6
FCK,546545,Elias Achouri,30,LW,d489a14f-dc3f-41ca-a20d-a8caeb171dfe,ssluj1c3ft94nkfs58dc8cq2,5171,9831.38,2951.63,4560.59,1288.68,657.8,372.68,100,253.01,55,3718.62,331.07,119.67,45,1826.01,6.67,0.0,0,10266.766969638367,3082.3442274221625,4762.557725778379,1345.7497582672597,686.9309611293753,389.1842970411912,104.42854380197252,264.2146586733707,57.43569909108489,3883.300715528911,345.73157996519046,124.96963836782054,46.99284471088764,1906.8756526783986,6.965383871591568,0.0,0.0,bc3e1b8e-9112-4f82-83e0-a8f07d35d2a7,VFF - FCK : 2025-7-18,2025,Superliga,86.18333333333334
